Data for LITTLE VALLEY, NY

Date, MaxTemperature, MinTemperature, Precipitation, Snowfall, SnowDepth
2009-10-15, 43, 33, 0.00, 0.0, 0
2009-10-16, 36, 29, 0.22, 2.5, 3
2009-10-17, M, M, M, M, M
2009-10-18, M, M, M, M, M
2009-10-19, 48, 25, 0.00, 0.0, 0
2009-10-20, 55, M, 0.00, 0.0, 0
2009-10-21, 62, M, 0.00, 0.0, 0
2009-10-22, 63, 50, T, 0.0, 0
2009-10-23, 65, 40, T, 0.0, 0
2009-10-24, 58, M, 2.00, 0.0, 0
2009-10-25, 55, 40, 0.02, 0.0, 0
2009-10-26, 58, 31, 0.00, 0.0, 0
2009-10-27, 61, M, 0.00, 0.0, 0
2009-10-28, 62, M, 0.67, 0.0, 0
2009-10-29, 54, 46, 0.22, 0.0, 0
2009-10-30, 58, 48, 0.00, 0.0, 0
2009-10-31, 65, M, 0.02, 0.0, 0
2009-11-01, M, 41, 0.40, 0.0, 0
2009-11-02, 50, 26, 0.00, 0.0, 0
2009-11-03, 54, M, 0.01, 0.0, 0
2009-11-04, 50, 26, 0.01, 0.0, 0
2009-11-05, 44, 29, 0.00, 0.0, 0
2009-11-06, 39, 29, 0.02, M, 0
2009-11-07, 42, 30, 0.00, 0.0, 0
2009-11-08, 68, M, 0.00, 0.0, 0
2009-11-09, 66, 40, 0.00, 0.0, 0
2009-11-10, 68, M, 0.00, 0.0, 0
2009-11-11, 54, 32, 0.00, 0.0, 0
2009-11-12, 51, 26, 0.00, 0.0, 0
2009-11-13, 52, 27, 0.00, 0.0, 0
2009-11-14, 65, M, 0.00, 0.0, 0
2009-11-15, 66, 41, 0.00, 0.0, 0
2009-11-16, 51, M, 0.00, 0.0, 0
2009-11-17, 52, 33, 0.00, 0.0, 0
2009-11-18, 57, M, 0.00, 0.0, 0
2009-11-19, 56, M, 0.38, 0.0, 0
2009-11-20, 50, 41, 1.14, 0.0, 0
2009-11-21, 50, 41, 0.02, 0.0, 0
2009-11-22, 49, 43, 0.00, 0.0, 0
2009-11-23, 50, 36, 0.00, 0.0, 0
2009-11-24, 53, 41, T, 0.0, 0
2009-11-25, 50, 44, T, 0.0, 0
2009-11-26, 51, 42, 0.17, 0.0, 0
2009-11-27, 47, 33, 0.01, 0.0, 0
2009-11-28, 42, 34, 0.15, 0.0, 0
2009-11-29, 45, 38, 0.00, 0.0, 0
2009-11-30, 54, 36, 0.60, 0.0, 0
2009-12-01, 37, 29, 0.25, 1.0, 1
2009-12-02, 42, 24, 0.00, 0.0, M
2009-12-03, 47, M, 0.60, 0.0, M
2009-12-04, 47, 28, 0.42, 0.0, 0
2009-12-05, 38, 24, 0.00, 0.0, 0
2009-12-06, 37, 26, 0.11, 1.5, 2
2009-12-07, 35, 22, 0.00, 0.0, 1
2009-12-08, 32, M, 0.17, 2.0, 3
2009-12-09, 34, 30, 0.06, 0.0, 3
2009-12-10, 38, 22, 0.61, 1.0, 2
2009-12-11, 27, 13, 0.50, 5.0, 7
2009-12-12, 22, M, 0.48, 5.0, 10
2009-12-13, 32, M, 0.00, 0.0, 9
2009-12-14, 34, 30, 0.22, 0.0, 2
2009-12-15, 37, 34, 0.01, 0.0, M
2009-12-16, 37, 23, 0.24, 3.0, 3
2009-12-17, 24, 22, 0.26, 3.0, 6
2009-12-18, 27, 23, 0.00, 0.0, 5
2009-12-19, 28, 22, 0.00, 0.0, 4
2009-12-20, 27, 20, 0.00, 0.0, 3
2009-12-21, 28, M, 0.09, 1.0, 3
2009-12-22, 27, 23, 0.51, 5.0, 8
2009-12-23, 26, 2, 0.04, 0.5, 9
2009-12-24, 20, 15, 0.00, 0.0, 8
2009-12-25, 34, 18, 0.00, 0.0, 7
2009-12-26, 40, M, 0.53, 0.0, M
2009-12-27, M, 29, 0.43, 0.0, M
2009-12-28, 35, 20, 0.51, 6.0, 6
2009-12-29, 22, 8, 0.16, 2.0, 8
2009-12-30, 22, 8, 0.08, 1.0, 9
2009-12-31, 31, M, 0.00, 0.0, 8
2010-01-01, 35, 23, 0.18, 2.0, 9
2010-01-02, M, 8, 0.36, 4.0, 12
2010-01-03, 14, 8, 0.39, 4.0, 15
2010-01-04, 14, 13, 0.30, 3.0, 18
2010-01-05, 16, 13, 0.12, 1.5, 19
2010-01-06, 17, 15, 0.00, 0.0, 19
2010-01-07, 19, 16, 0.03, 0.5, 19
2010-01-08, 24, M, 0.37, 4.0, 21
2010-01-09, M, 12, 0.26, 3.0, 22
2010-01-10, 18, -13, 0.00, 0.0, 21
2010-01-11, 20, M, 0.00, 0.0, 21
2010-01-12, 21, 13, 0.18, 2.0, 20
2010-01-13, 20, 15, 0.00, 0.0, 19
2010-01-14, 27, 13, 0.00, 0.0, 18
2010-01-15, 43, 13, 0.00, 0.0, 14
2010-01-16, 38, 30, 0.00, 0.0, 10
2010-01-17, 42, 20, 0.00, 0.0, 10
2010-01-18, 38, M, 0.22, 0.0, 5
2010-01-19, 36, 28, 0.00, 0.0, 4
2010-01-20, 29, 24, 0.11, 1.0, 4
2010-01-21, M, M, 0.32, 1.0, 1
2010-01-22, 36, 6, 0.12, 1.5, 3
2010-01-23, 34, 6, 0.00, 0.0, 2
2010-01-24, 40, M, 0.00, 0.0, 2
2010-01-25, 50, M, 0.65, 0.0, 0
2010-01-26, M, 41, 0.08, 1.0, 1
2010-01-27, M, 20, 0.08, 1.0, 2
2010-01-28, 27, 18, 0.29, 3.0, 4
2010-01-29, 26, 7, 0.37, 4.0, 8
2010-01-30, 13, -3, 0.00, 0.0, 7
2010-01-31, 20, -8, 0.00, 0.0, 7
2010-02-01, 24, M, 0.21, 3.0, 9
2010-02-02, 22, 2, 0.00, 0.0, 7
2010-02-03, 30, 6, 0.08, 1.0, 6
2010-02-04, 28, 7, 0.00, 0.0, 6
2010-02-05, 30, 5, 0.00, 0.0, 5
2010-02-06, 29, 13, 0.00, 0.0, 5
2010-02-07, 21, -3, 0.00, 0.0, 4
2010-02-08, 22, 5, 0.00, 0.0, 4
2010-02-09, 27, 4, 0.00, 0.0, 3
2010-02-10, 25, 12, 0.48, 5.0, 7
2010-02-11, 28, M, 0.19, 2.0, 9
2010-02-12, 26, 17, 0.00, 0.0, 8
2010-02-13, 23, 12, 0.00, 0.0, 8
2010-02-14, 24, 19, 0.00, 0.0, 7
2010-02-15, 26, 17, 0.22, 3.0, 10
2010-02-16, 37, 19, 0.11, 2.0, 11
2010-02-17, 26, 19, 0.00, 0.0, 10
2010-02-18, 29, 21, 0.29, 4.0, 13
2010-02-19, 29, 21, 0.15, 1.5, 13
2010-02-20, 31, 10, 0.00, 0.0, 13
2010-02-21, 34, 10, 0.00, 0.0, 12
2010-02-22, 37, 10, 0.00, 0.0, 12
2010-02-23, 39, 20, 0.11, 0.0, 12
2010-02-24, 32, 26, 0.00, 0.0, 11
2010-02-25, 32, 17, 0.00, 0.0, 11
2010-02-26, 30, 15, 0.31, 4.0, 13
2010-02-27, 30, 11, 0.32, 4.0, 17
2010-02-28, 30, 20, 0.57, 6.0, 22
2010-03-01, M, M, M, M, M
2010-03-02, M, M, M, M, M
2010-03-03, M, M, M, M, M
2010-03-04, M, M, M, M, M
2010-03-05, M, M, M, M, M
2010-03-06, M, M, M, M, M
2010-03-07, M, M, M, M, M
2010-03-08, M, M, M, M, M
2010-03-09, M, M, M, M, M
2010-03-10, M, M, M, M, M
2010-03-11, M, M, M, M, M
2010-03-12, M, M, M, M, M
2010-03-13, M, M, M, M, M
2010-03-14, M, M, M, M, M
2010-03-15, M, M, M, M, M
2010-03-16, M, M, M, M, M
2010-03-17, M, M, M, M, M
2010-03-18, M, M, M, M, M
2010-03-19, M, M, M, M, M
2010-03-20, M, M, M, M, M
2010-03-21, M, M, M, M, M
2010-03-22, M, M, M, M, M
2010-03-23, M, M, M, M, M
2010-03-24, M, M, M, M, M
2010-03-25, M, M, M, M, M
2010-03-26, M, M, M, M, M
2010-03-27, M, M, M, M, M
2010-03-28, M, M, M, M, M
2010-03-29, M, M, M, M, M
2010-03-30, M, M, M, M, M
2010-03-31, M, M, M, M, M
2010-04-01, 61, 24, 0.00, 0.0, M
2010-04-02, 79, 31, 0.00, 0.0, 0
2010-04-03, 82, 41, 0.00, 0.0, 0
2010-04-04, 83, 38, 0.00, 0.0, 0
2010-04-05, 73, 39, 0.00, 0.0, 0
2010-04-06, 71, 41, 0.23, 0.0, 0
2010-04-07, 74, 46, 0.12, 0.0, 0
2010-04-08, 77, 48, 0.12, 0.0, 0
2010-04-09, 73, 33, 0.27, 0.0, 0
2010-04-10, 47, 29, T, 0.0, 0
2010-04-11, 56, M, 0.00, 0.0, 0
2010-04-12, 59, 26, 0.00, 0.0, 0
2010-04-13, 54, 27, 0.00, 0.0, 0
2010-04-14, 57, 27, 0.00, 0.0, 0
2010-04-15, 64, 28, 0.00, 0.0, 0
2010-04-16, 75, 33, 0.00, 0.0, 0
2010-04-17, 69, 33, 0.38, 0.0, 0
2010-04-18, 48, 32, 0.15, 0.0, 0
2010-04-19, 47, 28, 0.10, 0.0, 0
2010-04-20, 53, 28, 0.00, 0.0, 0
2010-04-21, 61, 28, 0.00, 0.0, 0
2010-04-22, 62, 33, 0.00, 0.0, 0
2010-04-23, 52, 25, 0.00, 0.0, 0
2010-04-24, 62, 26, 0.00, 0.0, 0
2010-04-25, 66, M, 0.63, 0.0, 0
2010-04-26, 52, 46, 0.18, 0.0, 0
2010-04-27, 49, 33, 0.48, 0.0, 0
2010-04-28, 44, 31, 0.00, 0.0, 0
2010-04-29, 51, 25, 0.00, 0.0, 0
2010-04-30, 61, 27, 0.00, 0.0, 0
2010-05-01, 72, 43, 0.00, 0.0, 0
2010-05-02, 78, 55, 0.00, 0.0, 0
2010-05-03, 75, M, 0.00, 0.0, 0
2010-05-04, 70, 45, 0.27, 0.0, 0
2010-05-05, 68, 41, 0.00, 0.0, 0
2010-05-06, 78, 44, 0.60, 0.0, 0
2010-05-07, 58, 34, 0.00, 0.0, 0
2010-05-08, 67, 35, 0.40, 0.0, 0
2010-05-09, 51, 32, 0.37, 0.0, 0
2010-05-10, 42, 24, 0.00, 0.0, 0
2010-05-11, 50, 26, 0.00, 0.0, 0
2010-05-12, 47, 33, 0.42, 0.0, 0
2010-05-13, M, 31, 0.02, 0.0, 0
2010-05-14, 60, 37, 0.33, 0.0, 0
2010-05-15, 73, 47, 0.00, 0.0, 0
2010-05-16, 60, 39, 0.00, 0.0, 0
2010-05-17, 64, 38, 0.00, 0.0, 0
2010-05-18, 66, 41, 0.02, 0.0, 0
2010-05-19, 52, 46, 0.32, 0.0, 0
2010-05-20, 74, 40, 0.00, 0.0, 0
2010-05-21, 78, 45, 0.00, 0.0, 0
2010-05-22, 79, M, 0.00, 0.0, 0
2010-05-23, 71, 57, 0.01, 0.0, 0
2010-05-24, 76, 52, 0.00, 0.0, 0
2010-05-25, 82, 52, 0.00, 0.0, 0
2010-05-26, 84, 54, 0.00, 0.0, 0
2010-05-27, 82, 54, 0.00, 0.0, 0
2010-05-28, 82, 54, 0.00, 0.0, 0
2010-05-29, 80, 58, 0.00, 0.0, 0
2010-05-30, 84, 48, 0.00, 0.0, 0
2010-05-31, 86, M, 0.00, 0.0, 0
2010-06-01, 84, M, 0.67, 0.0, 0
2010-06-02, 75, 44, 0.12, 0.0, 0
2010-06-03, 79, 46, 0.34, 0.0, 0
2010-06-04, 77, 60, 0.00, 0.0, 0
2010-06-05, 77, 62, 0.61, 0.0, 0
2010-06-06, 78, 51, 1.10, 0.0, 0
2010-06-07, M, 49, 0.11, 0.0, 0
2010-06-08, 64, 38, 0.00, 0.0, 0
2010-06-09, 64, 43, 0.01, 0.0, 0
2010-06-10, 63, 50, 0.25, 0.0, 0
2010-06-11, 69, 47, 0.00, 0.0, 0
2010-06-12, 79, 50, 0.11, 0.0, 0
2010-06-13, 83, M, 0.00, 0.0, 0
2010-06-14, 69, 62, 0.08, 0.0, 0
2010-06-15, 70, 56, 0.00, 0.0, 0
2010-06-16, 77, 57, 0.01, 0.0, 0
2010-06-17, 76, 55, 0.18, 0.0, 0
2010-06-18, 67, 46, 0.00, 0.0, 0
2010-06-19, 80, 48, 0.00, 0.0, 0
2010-06-20, 80, 59, 0.00, 0.0, 0
2010-06-21, 82, 56, 0.00, 0.0, 0
2010-06-22, 78, 56, 0.00, 0.0, 0
2010-06-23, 81, M, 0.00, 0.0, 0
2010-06-24, 85, M, 0.30, 0.0, 0
2010-06-25, 76, 56, 0.16, 0.0, 0
2010-06-26, 75, 46, 0.00, 0.0, 0
2010-06-27, 80, M, 0.00, 0.0, 0
2010-06-28, 83, M, 0.58, 0.0, 0
2010-06-29, 78, 60, 0.00, 0.0, 0
2010-06-30, 73, 40, 0.00, 0.0, 0
2010-07-01, 65, 40, 0.00, 0.0, 0
2010-07-02, 79, 39, 0.00, 0.0, 0
2010-07-03, 80, 40, 0.00, 0.0, 0
2010-07-04, 84, 49, 0.00, 0.0, 0
2010-07-05, 86, M, 0.00, 0.0, 0
2010-07-06, 89, 60, 0.00, 0.0, 0
2010-07-07, 88, 58, 0.00, 0.0, 0
2010-07-08, 88, 59, 0.00, 0.0, 0
2010-07-09, 90, 61, 0.00, 0.0, 0
2010-07-10, 82, 62, 1.32, 0.0, 0
2010-07-11, 80, 52, 0.00, 0.0, 0
2010-07-12, 82, 58, 0.00, 0.0, 0
2010-07-13, 80, 59, 0.00, 0.0, 0
2010-07-14, 82, 64, 0.20, 0.0, 0
2010-07-15, 80, 59, 0.00, 0.0, 0
2010-07-16, 85, 60, 0.00, 0.0, 0
2010-07-17, 86, 59, 0.18, 0.0, 0
2010-07-18, 84, 64, 0.00, 0.0, 0
2010-07-19, 84, 65, 0.22, 0.0, 0
2010-07-20, 80, 64, 0.07, 0.0, 0
2010-07-21, 77, 60, 0.00, 0.0, 0
2010-07-22, 82, 61, 0.05, 0.0, 0
2010-07-23, 79, 62, 0.20, 0.0, 0
2010-07-24, 87, 68, 1.12, 0.0, 0
2010-07-25, 82, 65, 0.92, 0.0, 0
2010-07-26, 78, 52, 0.21, 0.0, 0
2010-07-27, 76, 51, 0.00, 0.0, 0
2010-07-28, 82, 55, 0.00, 0.0, 0
2010-07-29, 84, M, 0.82, 0.0, 0
2010-07-30, 80, 49, 0.00, 0.0, 0
2010-07-31, 74, 50, 0.00, 0.0, 0
2010-08-01, 78, M, 0.00, 0.0, 0
2010-08-02, 80, 60, 0.20, 0.0, 0
2010-08-03, 81, 60, 0.13, 0.0, 0
2010-08-04, 80, 66, 0.50, 0.0, 0
2010-08-05, 83, 68, 0.01, 0.0, 0
2010-08-06, M, M, M, 0.0, 0
2010-08-07, M, M, M, 0.0, 0
2010-08-08, M, M, M, 0.0, 0
2010-08-09, M, M, 0.00, 0.0, 0
2010-08-10, M, M, 0.00, 0.0, 0
2010-08-11, M, M, 0.00, 0.0, 0
2010-08-12, M, M, 0.00, 0.0, 0
2010-08-13, 80, 61, 0.00, 0.0, 0
2010-08-14, 83, M, 0.00, 0.0, 0
2010-08-15, 84, 66, 0.00, 0.0, 0
2010-08-16, 79, 69, 0.37, 0.0, 0
2010-08-17, 78, 51, 0.00, 0.0, 0
2010-08-18, 76, M, 0.00, 0.0, 0
2010-08-19, 77, 58, 0.00, 0.0, 0
2010-08-20, 80, 59, 0.22, 0.0, 0
2010-08-21, 76, 57, 0.00, 0.0, 0
2010-08-22, 75, M, 0.92, 0.0, 0
2010-08-23, 73, 61, 0.08, 0.0, 0
2010-08-24, 64, 60, 0.12, 0.0, 0
2010-08-25, 72, 55, 0.00, 0.0, 0
2010-08-26, 74, 54, 0.18, 0.0, 0
2010-08-27, 66, 44, 0.00, 0.0, 0
2010-08-28, 78, 44, 0.00, 0.0, 0
2010-08-29, 80, 47, 0.00, 0.0, 0
2010-08-30, 83, 50, 0.00, 0.0, 0
2010-08-31, 85, M, 0.00, 0.0, 0
2010-09-01, 87, 56, 0.00, 0.0, 0
2010-09-02, 86, 57, 0.00, 0.0, 0
2010-09-03, 85, 56, 0.00, 0.0, 0
2010-09-04, 83, 52, 0.50, 0.0, 0
2010-09-05, 64, 48, 0.48, 0.0, 0
2010-09-06, 63, 41, 0.00, 0.0, 0
2010-09-07, 68, M, 0.00, 0.0, 0
2010-09-08, 83, 51, 0.26, 0.0, 0
2010-09-09, 59, 53, 0.11, 0.0, 0
2010-09-10, 56, 51, 0.18, 0.0, 0
2010-09-11, 65, 40, 0.10, 0.0, 0
2010-09-12, 70, M, 0.15, 0.0, 0
2010-09-13, 68, 44, 0.00, 0.0, 0
2010-09-14, 71, 42, 0.00, 0.0, 0
2010-09-15, 64, 41, 0.00, 0.0, 0
2010-09-16, M, M, M, M, M
2010-09-17, M, M, M, M, M
2010-09-18, M, M, M, M, M
2010-09-19, 70, 47, 0.00, 0.0, 0
2010-09-20, 68, 39, 0.02, 0.0, 0
2010-09-21, 62, 38, 0.00, 0.0, 0
2010-09-22, 78, 41, T, 0.0, 0
2010-09-23, 73, 54, 0.12, 0.0, 0
2010-09-24, 81, M, 0.00, 0.0, 0
2010-09-25, 84, 48, 0.00, 0.0, 0
2010-09-26, 63, 51, 0.00, 0.0, 0
2010-09-27, 62, 42, 0.00, 0.0, 0
2010-09-28, 64, 50, 0.68, 0.0, 0
2010-09-29, 66, 53, 0.20, 0.0, 0
2010-09-30, 60, 50, 0.04, 0.0, 0
2010-10-01, 57, 51, 0.53, 0.0, 0
2010-10-02, 57, 35, 0.00, 0.0, 0
2010-10-03, 51, 42, 0.16, 0.0, 0
2010-10-04, 49, 41, 0.00, 0.0, 0
2010-10-05, 45, 41, 0.25, 0.0, 0
2010-10-06, 46, 43, 0.32, 0.0, 0
2010-10-07, 54, 43, 0.10, 0.0, 0
2010-10-08, 62, 36, 0.00, 0.0, 0
2010-10-09, 67, 35, 0.00, 0.0, 0
2010-10-10, 70, 29, 0.00, 0.0, 0
2010-10-11, 72, M, 0.00, 0.0, 0
2010-10-12, 71, M, T, 0.0, 0
2010-10-13, 63, 29, 0.00, 0.0, 0
2010-10-14, 65, M, 0.01, 0.0, 0
2010-10-15, 48, 32, 0.01, 0.0, 0
2010-10-16, M, M, M, M, M
2010-10-17, 56, 37, 0.00, 0.0, 0
2010-10-18, 54, 31, 0.00, 0.0, 0
2010-10-19, 49, 36, T, 0.0, 0
2010-10-20, 50, 29, 0.01, 0.0, 0
2010-10-21, 57, 30, 0.01, 0.0, 0
2010-10-22, 47, 33, 0.03, 0.0, 0
2010-10-23, 60, 31, 0.00, 0.0, 0
2010-10-24, 62, M, 0.01, 0.0, 0
2010-10-25, 69, M, 0.00, 0.0, 0
2010-10-26, 64, 54, 0.02, 0.0, 0
2010-10-27, 73, 48, 0.76, 0.0, 0
2010-10-28, 65, 47, 0.00, 0.0, 0
2010-10-29, M, 37, 0.00, 0.0, 0
2010-10-30, 53, 35, 0.01, 0.0, 0
2010-10-31, 45, 37, T, 0.0, 0
2010-11-01, M, 29, 0.00, 0.0, 0
2010-11-02, 37, 19, 0.00, 0.0, 0
2010-11-03, 47, 18, 0.00, 0.0, 0
2010-11-04, 52, 21, 0.00, 0.0, 0
2010-11-05, 45, 35, 0.20, 0.0, 0
2010-11-06, 39, 32, 0.01, 0.0, 0
2010-11-07, 44, 21, 0.00, 0.0, 0
2010-11-08, 44, 22, 0.00, 0.0, 0
2010-11-09, 46, 23, 0.00, 0.0, 0
2010-11-10, 52, 32, 0.00, 0.0, 0
2010-11-11, 62, 24, 0.00, 0.0, 0
2010-11-12, 64, 24, 0.00, 0.0, 0
2010-11-13, 65, 23, 0.00, 0.0, 0
2010-11-14, 67, M, 0.00, 0.0, 0
2010-11-15, 51, 26, 0.02, 0.0, 0
2010-11-16, 48, 25, 0.00, 0.0, 0
2010-11-17, 54, 31, 0.57, 0.0, 0
2010-11-18, 44, 33, 0.32, 0.0, 0
2010-11-19, 41, 29, 0.01, 0.0, 0
2010-11-20, 46, 30, 0.00, 0.0, 0
2010-11-21, 46, 25, 0.00, 0.0, 0
2010-11-22, 48, 27, 0.05, 0.0, 0
2010-11-23, 50, 27, 0.57, 0.0, 0
2010-11-24, 55, M, 0.16, 0.0, 0
2010-11-25, 38, 30, 0.00, 0.0, 0
2010-11-26, 43, 27, 0.30, 0.0, 0
2010-11-27, 31, 24, 0.15, 1.5, 2
2010-11-28, 40, 28, 0.03, 0.5, M
2010-11-29, 47, 19, 0.00, 0.0, 1
2010-11-30, 44, 19, 0.03, 0.0, M
2010-12-01, M, 27, 0.03, 0.0, 0
2010-12-02, 31, 25, 0.37, 0.0, 0
2010-12-03, 31, 24, 0.18, 2.5, 3
2010-12-04, 30, 23, 0.35, 4.0, 6
2010-12-05, 29, 19, 0.34, 4.0, 9
2010-12-06, 26, 22, 0.52, 6.0, 13
2010-12-07, 23, 19, 0.97, 10.0, 20
2010-12-08, 22, 17, 0.91, 10.0, 30
2010-12-09, 22, 14, 0.95, 10.0, 40
2010-12-10, 21, 2, 0.16, 2.0, 41
2010-12-11, M, M, M, M, M
2010-12-12, M, M, M, M, M
2010-12-13, 40, 17, 0.14A, M, 28
2010-12-14, 17, 6, 0.58, 7.0, 34
2010-12-15, 14, 10, 0.51, 6.0, 38
2010-12-16, 21, M, 0.60, 7.5, 38
2010-12-17, 24, 18, 0.00, 0.0, 35
2010-12-18, 25, 14, 0.00, 0.0, 31
2010-12-19, 25, 2, 0.00, 0.0, 27
2010-12-20, 25, M, 0.00, 0.0, 25
2010-12-21, 25, 20, 0.47, 5.0, 28
2010-12-22, 24, 16, 0.00, 0.0, 27
2010-12-23, 26, 21, 0.07, 1.0, 25
2010-12-24, 27, 19, M, T, 24
2010-12-25, 25, 19, 0.00, 0.0, 24
2010-12-26, 25, 16, M, T, M
2010-12-27, 18, 11, 0.08, 1.0, 24
2010-12-28, 25, M, 0.21, 3.5, 23
2010-12-29, 24, 15, 0.00, 0.0, 22
2010-12-30, 25, 2, 0.00, 0.0, 21
2010-12-31, 47, M, 0.00, 0.0, 19
2011-01-01, 49, 35, 0.01, M, 12
2011-01-02, 53, 28, 0.28, M, 4
2011-01-03, M, 18, 0.22, 3.5, 7
2011-01-04, 29, 17, M, M, 6
2011-01-05, 33, 22, 0.32, 4.0, 9
